180	0.27061	0.67806	0.00012239	1.8726e-18
200	0.43259	0.67346	0.00028784	4.3176e-18
220	0.33423	0.66421	0.00039368	3.9084e-18
240	0.27195	0.65906	0.00044255	3.9502e-18
260	0.2868	0.65407	0.00043905	5.0849e-18
280	0.29712	0.64926	0.00038774	3.4491e-18
300	0.16975	0.64071	0.00030764	2.9625e-18
320	0.078862	0.63202	0.00021492	2.2688e-18
340	0.040415	0.62824	0.00012238	1.3862e-18
360	0.021811	0.63248	6.0518e-05	7.1275e-19
380	0.012251	0.62716	3.1364e-05	3.9648e-19
100	2.193e+06	0.96181	5.1668e-05	0.00015176
120	1.3907e+06	0.98581	0.00021141	7.7698e-05
140	1.5192e+06	0.97095	0.00022009	9.2983e-05
160	3.7821e+05	0.96006	0.00042401	4.3492e-05
180	13.412	0.91378	0.00061056	2.9557e-10
200	0.10037	0.81538	0.00068474	1.9891e-16
220	0.049428	0.76507	0.00078072	1.0526e-17
240	0.038579	0.74082	0.00081995	9.5211e-15
260	0.033203	0.72478	0.00079438	2.8112e-15
280	0.028299	0.71167	0.0007	1.1713e-14
300	0.024523	0.70158	0.00056289	3.0917e-15
320	0.02209	0.6975	0.00039111	6.3678e-14
340	0.018114	0.70614	0.00022332	3.8275e-15
360	0.011833	0.73724	0.00011711	7.2045e-15
380	0.0054297	0.77914	7.1093e-05	1.4137e-18
100	2.193e+06	0.96181	5.1668e-05	0.00015176
120	1.3907e+06	0.98581	0.00021141	7.7698e-05
140	1.5192e+06	0.97095	0.00022009	9.2983e-05
160	3.7821e+05	0.96006	0.00042401	4.3492e-05
180	13.412	0.91378	0.00061056	2.9557e-10
200	0.10037	0.81538	0.00068474	1.9891e-16
220	0.049428	0.76507	0.00078072	1.0526e-17
240	0.038579	0.74082	0.00081995	9.5211e-15
260	0.033203	0.72478	0.00079438	2.8112e-15
280	0.028299	0.71167	0.0007	1.1713e-14
300	0.024523	0.70158	0.00056289	3.0917e-15
320	0.02209	0.6975	0.00039111	6.3678e-14
340	0.018114	0.70614	0.00022332	3.8275e-15
360	0.011833	0.73724	0.00011711	7.2045e-15
380	0.0054297	0.77914	7.1093e-05	1.4137e-18
