80	0.81917	0.65916	0.00015083	1.2104e-18
100	2.0896	0.68407	0.0001773	2.028e-18
120	10.701	0.7053	0.00022532	2.3958e-18
140	431.01	0.73788	0.00043432	8.8872e-14
160	7.9352e+05	0.71027	0.0031617	3.4468e-15
180	65876	0.60938	0.0034594	9.4915e-16
200	910.96	0.37851	0.0018685	4.4381e-19
220	6.4107	0.000335	4.1287e-05	5.3561e-20
240	9.5371	1	-1.9996e-05	-1.5093e-06
80	0.81917	0.65916	0.00015083	1.2104e-18
100	2.0896	0.68407	0.0001773	2.028e-18
120	10.701	0.7053	0.00022532	2.3958e-18
140	431.01	0.73788	0.00043432	8.8872e-14
160	7.9352e+05	0.71027	0.0031617	3.4468e-15
180	65876	0.60938	0.0034594	9.4915e-16
200	910.96	0.37851	0.0018685	4.4381e-19
220	6.4107	0.000335	4.1287e-05	5.3561e-20
240	9.5371	1	-1.9996e-05	-1.5093e-06
80	0.81917	0.65916	0.00015083	1.2104e-18
100	2.0896	0.68407	0.0001773	2.028e-18
120	10.701	0.7053	0.00022532	2.3958e-18
140	431.01	0.73788	0.00043432	8.8872e-14
160	7.9352e+05	0.71027	0.0031617	3.4468e-15
180	65876	0.60938	0.0034594	9.4915e-16
200	910.96	0.37851	0.0018685	4.4381e-19
220	6.4107	0.000335	4.1287e-05	5.3561e-20
240	9.5371	1	-1.9996e-05	-1.5093e-06
20	0.16206	0.89058	0.00079522	0.00029227
40	0.10181	0.90277	0.00077943	0.0002513
60	1.411	0.9282	0.00098007	0.00014609
80	20088	0.94427	0.0013522	8.1365e-05
100	5.0263e+05	0.93194	0.0012563	0.00015025
120	1.5059e+06	0.91435	0.0011755	0.0001764
140	9.5165e+05	0.88946	0.0011265	0.00017334
160	3.0467e+06	0.8686	0.0013443	0.00013578
180	3.4727e+06	0.84733	0.0014758	9.6983e-05
200	3.5939e+06	0.82932	0.0014314	6.2889e-05
220	3.8456e+06	0.82362	0.0010067	4.0263e-05
240	6.3452e+05	0.83225	0.0004525	2.9021e-05
20	0.16206	0.89058	0.00079522	0.00029227
40	0.10181	0.90277	0.00077943	0.0002513
60	1.411	0.9282	0.00098007	0.00014609
80	20088	0.94427	0.0013522	8.1365e-05
100	5.0263e+05	0.93194	0.0012563	0.00015025
120	1.5059e+06	0.91435	0.0011755	0.0001764
140	9.5165e+05	0.88946	0.0011265	0.00017334
160	3.0467e+06	0.8686	0.0013443	0.00013578
180	3.4727e+06	0.84733	0.0014758	9.6983e-05
200	3.5939e+06	0.82932	0.0014314	6.2889e-05
220	3.8456e+06	0.82362	0.0010067	4.0263e-05
240	6.3452e+05	0.83225	0.0004525	2.9021e-05
